abbreviatedaddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotsize,date_sold,price,zestimate,median_income
6041 SE Parkview Ter,Portland,97222,45.42535782,-122.6014709,3,4,20037,8/30/2020,599000,704400,40899
10691 SE 36th Ave,Milwaukie,97222,45.44583511,-122.6261139,2,3,6969,2/18/2021,474000,522200,40899
11004 SE Wood Ave,Portland,97222,45.44360352,-122.6082916,2,3,8712,8/30/2020,360000,423400,40899
10226 SE 41st Ct,Milwaukie,97222,45.44930649,-122.6204376,2,3,6534,2/9/2021,461500,511900,40899
9701 SE 36th Ave,Portland,97222,45.45317841,-122.6259689,2,4,5662,6/15/2021,590000,603900,40899
12126 SE Redwood Ave,Portland,97222,45.43510056,-122.5924149,1,3,7024,8/10/2020,256250,421400,40899
7915 SE Lamphier St,Portland,97222,45.4533577,-122.5820999,3,4,3049,1/10/2021,420000,465100,40899
11369 SE 32nd Ave,Portland,97222,45.44087219,-122.6301956,3,3,4791,6/17/2021,560000,572400,40899
12439 SE 26th Ave,Portland,97222,45.43307877,-122.637291,2,4,6534,4/29/2021,535000,563600,40899
6336 SE Cedarcrest Dr,Milwaukie,97222,45.43301392,-122.5974274,3,5,6969,9/29/2020,379500,450500,40899
9918 SE 43rd Ave,Portland,97222,45.45127869,-122.618187,2,4,6534,9/29/2020,350000,415400,40899
4426 SE Fieldcrest St,Portland,97222,45.45541382,-122.6168747,2,3,6969,6/15/2021,510350,522000,40899
9502 SE 78th Ave,Milwaukie,97222,45.45415115,-122.5831909,2,3,4791,12/30/2020,339000,384900,40899
12222 SE 22nd Ave,Milwaukie,97222,45.43477249,-122.6407013,2,3,13068,9/15/2020,450000,537400,40899
5025 SE Brookside Dr,Portland,97222,45.45824051,-122.6110077,3,4,8276,6/3/2021,575000,582800,40899
12012 SE 35th Ave,Milwaukie,97222,45.43638611,-122.6269226,2,3,8712,7/15/2021,495000,496100,40899
10920 SE 72nd Ave,Milwaukie,97222,45.44380951,-122.5888672,2,2,13503,9/15/2020,365625,436500,40899
5715 SE Maple St,Portland,97222,45.45145416,-122.6027908,1,2,5662,9/29/2020,310000,369200,40899
10639 SE 75th Ave #5,Portland,97222,45.44612503,-122.586235,3,3,918,1/5/2021,361500,409100,40899
11006 SE 55th Ave,Portland,97222,45.44362259,-122.6060562,3,4,10018,6/6/2021,560000,577500,40899
4244 SE Mason Ln,Portland,97222,45.45606613,-122.6193008,1,1,8712,6/6/2021,317000,326100,40899
8821 SE 29th Ave,Milwaukie,97222,45.45891953,-122.6330719,2,3,4356,7/12/2021,455000,457900,40899
10368 SE 23rd Ave,Portland,97222,45.44795609,-122.6389084,2,3,4791,4/28/2021,550000,580100,40899
4304 SE Fieldcrest Dr,Milwaukie,97222,45.45482635,-122.6183472,2,4,10018,2/26/2021,490000,537700,40899
3877 SE Licyntra Ln,Milwaukie,97222,45.43037415,-122.6237183,3,4,10454,1/4/2021,735000,824700,40899
11897 SE Wood Ave,Portland,97222,45.43723679,-122.6090317,1,3,8276,10/19/2020,400000,470700,40899
5217 SE Monroe St,Milwaukie,97222,45.44496918,-122.6087799,1,4,8712,1/10/2021,410000,462600,40899
9631 SE 42nd Ave,Milwaukie,97222,45.45339203,-122.6205368,2,5,19166,1/26/2021,514000,575100,40899
4237 SE Jefferson St,Milwaukie,97222,45.44464874,-122.6183548,1,3,5662,11/9/2020,372000,433700,40899
5517 SE Railroad Ave,Portland,97222,45.4352417,-122.6062469,2,3,45302,10/30/2020,425000,497900,40899
3016 SE Boyd St,Portland,97222,45.45733643,-122.6316223,1,2,6969,7/9/2021,270000,272300,40899
4477 SE Rockwood St,Portland,97222,45.45453644,-122.6167374,1,3,16988,8/27/2020,385000,482300,40899
5230 SE Logus Rd,Milwaukie,97222,45.45008469,-122.6090164,2,4,21344,10/22/2020,690000,810900,40899
12476 SE Grove Ct,Portland,97222,45.43340302,-122.6016235,2,3,6098,10/27/2020,400000,469100,40899
4242 SE Harrison St,Portland,97222,45.44639969,-122.6183472,1,3,5000,10/15/2020,380000,448100,40899
3026 SE Washington St,Portland,97222,45.44340134,-122.6313171,3,3,7405,7/15/2021,450000,451000,40899
9955 SE 43rd Ave,Milwaukie,97222,45.45083237,-122.6188736,2,3,9583,10/8/2020,430000,509100,40899
9905 SE Bell Ave,Portland,97222,45.45084381,-122.5931625,1,3,17980,6/6/2021,90000,344400,40899
4330 SE Monroe St,Portland,97222,45.44493103,-122.617981,1,3,5662,7/13/2020,355000,425700,40899
9510 SE 65th Ave,Milwaukie,97222,45.45373917,-122.5955429,2,3,4791,3/12/2021,435000,496700,40899
9923 SE Stanley Ave,Portland,97222,45.4512558,-122.6048813,2,3,7405,5/21/2021,515000,535400,40899
11366 SE 27th Ave,Milwaukie,97222,45.44107819,-122.6341705,2,3,4800,6/29/2021,410000,415700,40899
2410 SE Silver Springs Rd,Milwaukie,97222,45.42738724,-122.6391602,2,4,16988,11/12/2020,436000,507600,40899
8735 SE 32nd Ave,Portland,97222,45.4594841,-122.6302338,1,3,4791,8/19/2020,430000,518900,40899
10132 SE 36th Ave,Portland,97222,45.44999695,-122.6256332,1,2,7216,8/13/2020,410000,485100,40899
13215 SE Linden Ln,Milwaukie,97222,45.42696762,-122.6378326,2,4,4356,11/29/2020,330000,380800,40899
10206 SE 41st Ct,Portland,97222,45.44931793,-122.6209335,1,3,6098,11/29/2020,452500,522200,40899
9785 SE Wichita Ave,Portland,97222,45.45212173,-122.6011047,1,3,11326,8/13/2020,329000,454500,40899
13708 SE Fernridge Ave,Portland,97222,45.42411423,-122.6234741,3,3,21780,6/3/2021,564000,581600,40899
4645 SE Washington St,Portland,97222,45.4432373,-122.6141968,2,3,7405,6/3/2021,351000,441000,40899
4087 SE Johnson Creek Blvd,Milwaukie,97222,45.46076965,-122.6213074,2,3,8276,1/26/2021,330000,369200,40899
3307 SE Wake St,Portland,97222,45.45716858,-122.6287231,2,3,9583,5/26/2021,452000,468500,40899
12377 SE Grove Loop,Milwaukie,97222,45.43421936,-122.6024323,3,3,4356,4/14/2021,420000,447100,40899
8810 SE Rockvorst Ave,Portland,97222,45.45918655,-122.635376,2,3,6098,3/17/2021,450000,487600,40899
2511 SE Evergreen St,Milwaukie,97222,45.42906189,-122.6378326,1,3,4791,12/30/2020,320000,363300,40899
4306 SE Fieldcrest Dr,Milwaukie,97222,45.45474243,-122.6180725,2,4,8712,11/29/2020,493000,568900,40899
4864 SE Monroe St,Portland,97222,45.44490433,-122.6130066,2,3,6098,4/9/2021,432000,461300,40899
9715 SE Wichita Ave,Milwaukie,97222,45.45275116,-122.6012955,2,5,26571,11/10/2020,500000,582400,40899
9950 SE 40th Ave,Portland,97222,45.45100784,-122.6218185,1,2,8712,8/27/2020,338000,397900,40899
10348 SE 36th Ave,Portland,97222,45.44848633,-122.6256027,2,3,6534,10/27/2020,400000,469100,40899
3918 SE Aldercrest Rd,Milwaukie,97222,45.42713547,-122.6228409,3,3,26571,6/23/2021,825000,840200,40899
9533 SE Wichita Ave,Portland,97222,45.45373154,-122.6012268,1,2,9147,7/9/2021,420000,442400,40899
7280 SE Lamphier St,Portland,97222,45.45301056,-122.5887146,1,3,8276,6/23/2021,380000,387000,40899
10547 SE 34th Ave,Portland,97222,45.44722748,-122.6278,2,3,4791,5/3/2021,485000,509900,40899
5953 SE Sundial Ct,Milwaukie,97222,45.44114304,-122.6015854,2,3,6981,4/8/2021,410000,438100,40899
2421 SE Dove St,Portland,97222,45.43271637,-122.6386337,2,3,4791,7/15/2021,430000,432200,40899
5159 SE Monroe St,Portland,97222,45.44535828,-122.6100388,2,3,7405,5/3/2021,475000,499400,40899
6240 SE Deering Ct,Milwaukie,97222,45.44128799,-122.5984344,3,3,9147,6/15/2021,550000,562600,40899
7711 SE Southgate St,Milwaukie,97222,45.4349556,-122.5846481,2,3,10018,11/23/2020,440000,509500,40899
9465 SE 55th Ave,Portland,97222,45.45465088,-122.6075668,1,3,5662,7/15/2021,400000,401800,40899
5023 SE Appenine Way,Portland,97222,45.43813324,-122.6105957,2,3,6969,2/4/2021,470000,522700,40899
11100 SE 77th Ave,Milwaukie,97222,45.44240952,-122.5841827,2,3,7405,5/28/2021,450000,465800,40899
9515 SE 43rd Ave,Portland,97222,45.45435715,-122.6187515,1,3,10018,5/24/2021,450000,466700,40899
4679 SE Mason Hill Dr,Portland,97222,45.45719147,-122.6151276,2,3,8712,6/3/2021,522500,538500,40899
4206 SE Monroe St,Portland,97222,45.4449501,-122.6191254,1,3,16509,4/28/2021,439000,513300,40899
5817 SE Kent St,Portland,97222,45.43888474,-122.6023102,2,3,6969,4/14/2021,437000,464900,40899
5198 SE King Rd,Portland,97222,45.44778824,-122.6095963,2,3,12632,1/15/2021,400000,450300,40899
12316 SE Juniper Ave,Milwaukie,97222,45.4337883,-122.597847,2,4,6984,8/13/2020,300000,355100,40899
7846 SE Oris Ln,Milwaukie,97222,45.44141769,-122.5827179,2,3,2639,7/30/2020,40000,409000,40899
4735 SE White Lake Rd,Portland,97222,45.44950104,-122.6142502,4,4,10736,8/27/2020,500000,588600,40899
11066 SE 78th Ct,Milwaukie,97222,45.44267654,-122.5827332,1,4,13939,11/23/2020,310000,359000,40899
9714 SE Linwood Ave,Portland,97222,45.45319366,-122.598259,1,3,8712,4/14/2021,415000,441500,40899
10150 SE Sandview Ln,Milwaukie,97222,45.44923019,-122.5915375,3,5,7840,7/13/2020,430000,515800,40899
9957 SE Linwood Ave,Portland,97222,45.45016098,-122.5993805,1,3,8276,10/8/2020,340000,402000,40899
2889 SE Madison St,Portland,97222,45.4421463,-122.6330948,3,3,9029,10/8/2020,375000,443400,40899
11573 SE 31st Ave,Portland,97222,45.43945313,-122.6311111,4,4,4791,7/8/2020,520000,624500,40899
6446 SE Cedarcrest Dr,Milwaukie,97222,45.4322319,-122.5967255,2,3,6969,2/4/2021,435000,484100,40899
9525 SE Winsor Dr,Portland,97222,45.45404816,-122.6081009,2,3,6098,10/16/2020,405000,477400,40899
13317 SE Linden Ln,Milwaukie,97222,45.42606354,-122.6380539,1,2,10454,10/25/2020,108200,386500,40899
7010 SE Norbert Dr,Milwaukie,97222,45.44210815,-122.5911179,3,4,11761,8/13/2020,495000,585700,40899
9515 SE 77th Ave,Portland,97222,45.45388031,-122.5847626,2,4,5662,6/7/2021,420000,431800,40899
9717 SE 17th Ave,Portland,97222,45.45246124,-122.6461792,3,3,15681,5/13/2021,457000,477200,40899
4917 SE Aldercrest Rd,Portland,97222,45.42333221,-122.6125183,3,4,92347,10/13/2020,850000,1003300,40899
3215 SE Harvey St,Milwaukie,97222,45.45156097,-122.6291351,1,3,10018,11/16/2020,365000,423900,40899
3325 SE Harrison St,Portland,97222,45.44691467,-122.6281128,2,3,7405,5/13/2021,475000,496000,40899
9312 SE 42nd Ave,Milwaukie,97222,45.45531845,-122.6198273,2,3,10018,2/4/2021,505000,562000,40899
10675 SE 21st Ave,Portland,97222,45.44580078,-122.6408234,2,2,871,7/9/2021,430000,418700,40899
3426 SE Washington St,Portland,97222,45.44139099,-122.6271973,1,3,9147,9/23/2020,335500,399400,40899
12103 SE Sequoia Ave,Portland,97222,45.43570328,-122.5937347,3,4,6969,9/23/2020,439000,522600,40899
4036 SE Harrison St,Milwaukie,97222,45.44641113,-122.6213608,2,3,7405,7/13/2021,550000,553200,40899
3916 SE Monroe St,Portland,97222,45.44502258,-122.6227188,1,2,5000,5/28/2021,200000,384000,40899
12356 SE Oatfield Rd,Portland,97222,45.43393707,-122.6299896,3,3,9583,9/16/2020,435000,519100,40899
4318 SE Franklin St,Portland,97222,45.44142532,-122.6177902,1,2,6534,5/28/2021,345000,357100,40899
3930 SE Washington St,Portland,97222,45.44358444,-122.6223297,1,2,4791,10/8/2020,380000,449500,40899
12315 SE 67th Ct,Milwaukie,97222,45.43396759,-122.5944366,1,3,6534,1/15/2021,377500,425000,40899
12718 SE 28th Ave,Milwaukie,97222,45.43094254,-122.6340561,1,3,7405,1/15/2021,225000,253300,40899
5811 SE Kent St,Portland,97222,45.43889236,-122.6026306,2,3,7006,5/28/2021,400000,414000,40899
4572 SE King Rd,Milwaukie,97222,45.44778824,-122.6153717,2,3,4791,5/6/2021,445000,467000,40899
8835 SE 30th Ave,Portland,97222,45.45894241,-122.6321259,2,3,4356,5/13/2021,500000,522100,40899
10720 SE 47th Ave,Portland,97222,45.44559479,-122.6140442,3,3,5662,8/27/2020,502000,591000,40899
3105 SE Lake Rd,Portland,97222,45.43733978,-122.6311646,1,3,13503,5/28/2021,490000,507200,40899
4845 SE Roberta Ln,Portland,97222,45.45262527,-122.6138229,2,3,6969,4/28/2021,450000,474000,40899
2237 SE Park Ave,Milwaukie,97222,45.43035507,-122.6409073,1,3,4791,8/16/2020,325000,384100,40899
13907 SE Beech St,Milwaukie,97222,45.42232513,-122.6253662,3,3,10018,1/12/2021,440000,496200,40899
12433 SE Alchar Dr,Portland,97222,45.43280792,-122.631424,3,4,6497,5/13/2021,480000,501200,40899
12424 SE 71st Ave,Portland,97222,45.43296814,-122.5898285,1,3,9147,10/8/2020,348000,411600,40899
12306 SE Redwood Ave,Portland,97222,45.43422318,-122.59272,2,3,6969,3/29/2021,445000,478600,40899
12760 SE Boss Ln,Portland,97222,45.43115997,-122.6243515,3,4,16117,5/13/2021,620000,689400,40899
13850 SE Courtney Ln,Portland,97222,45.42274475,-122.6418991,3,4,7840,2/18/2021,535000,589800,40899
6505 SE Queen Rd,Portland,97222,45.4471283,-122.5963211,2,3,17859,3/29/2021,580000,623800,40899
6461 SE Laura Ave,Portland,97222,45.45207977,-122.596344,1,2,4791,7/9/2021,340000,371100,40899
12224 SE 71st Ave,Milwaukie,97222,45.43434143,-122.589798,1,3,6995,5/3/2021,358000,376400,40899
4204 SE Franklin St,Milwaukie,97222,45.4414444,-122.6195221,1,2,6534,2/23/2021,340000,373600,40899
9745 SE Bell Ave,Milwaukie,97222,45.45223236,-122.593132,2,3,7405,12/22/2020,384000,437800,40899
12814 SE 31st Ave,Milwaukie,97222,45.42980957,-122.6310196,3,3,4791,7/9/2021,420000,423600,40899
10410 SE 51st Ave,Milwaukie,97222,45.44763947,-122.6103516,3,5,5227,10/8/2020,559000,661200,40899
12700 SE 31st Ave,Portland,97222,45.43107605,-122.6310501,3,5,6534,4/28/2021,515000,543200,40899
4512 SE Monroe St,Milwaukie,97222,45.4449501,-122.6154327,1,3,11761,11/18/2020,391000,453900,40899
10610 SE Home Ave,Portland,97222,45.44641113,-122.6113129,2,4,26136,4/26/2021,440000,464400,40899
2419 SE Lake Rd,Portland,97222,45.43967819,-122.6366348,2,4,6098,10/30/2020,340000,398300,40899
4115 SE Jackson St,Milwaukie,97222,45.44612885,-122.6205292,2,5,5227,6/3/2021,600000,618300,40899
9675 SE 42nd Ave,Milwaukie,97222,45.45315933,-122.6204147,1,3,4791,11/10/2020,337000,392700,40899
5485 SE Harlene St,Portland,97222,45.44247818,-122.6068268,2,4,16117,4/15/2021,626000,665500,40899
4826 SE Brookside Dr,Portland,97222,45.45809174,-122.613121,1,3,6534,3/12/2021,457000,496700,40899
5880 SE Hector St,Portland,97222,45.4495697,-122.603775,1,3,6969,3/15/2021,408000,442400,40899
9938 SE Bell Ave,Portland,97222,45.45017624,-122.5923309,3,3,6969,11/18/2020,515000,597500,40899
4606 SE Adams St,Portland,97222,45.44223404,-122.6151428,2,5,7405,2/21/2021,500000,549800,40899
13391 SE Wabash Ave,Milwaukie,97222,45.42621231,-122.643959,2,3,13068,2/21/2021,481000,528900,40899
10844 SE 77th Ave,Milwaukie,97222,45.44415665,-122.583847,2,3,8712,1/21/2021,405000,453400,40899
4056 SE Washington St,Milwaukie,97222,45.44355392,-122.620903,4,4,6976,10/16/2020,408000,670400,40899
11190 SE 30th Ave,Portland,97222,45.44218826,-122.6316376,1,5,10000,10/19/2020,507500,597200,40899
5951 SE Maple St,Portland,97222,45.45146179,-122.6032486,1,2,6098,10/30/2020,230000,269500,40899
12895 SE Kuehn Rd,Portland,97222,45.43006897,-122.6150818,3,3,17424,5/12/2021,517000,540500,40899
4549 SE Brae St,Milwaukie,97222,45.42690277,-122.6161194,3,4,10018,2/21/2021,520000,571800,40899
3836 SE Washington St,Portland,97222,45.44356537,-122.6229935,1,2,6500,4/6/2021,165000,408100,40899
11580 SE 34th Ave,Portland,97222,45.43952179,-122.6275024,1,3,4791,5/28/2021,420000,434700,40899
12215 SE River Rd,Portland,97222,45.43483353,-122.6403122,1,3,8712,5/13/2021,520000,543000,40899
12942 SE La Cresta Dr,Portland,97222,45.42930984,-122.6074448,2,3,6098,8/2/2020,445000,528600,40899
3956 SE Lake Rd,Portland,97222,45.43338776,-122.6220856,4,6,13503,11/4/2020,550000,642600,40899
9693 SE 78th Ave,Milwaukie,97222,45.45251083,-122.5836945,2,3,4791,3/18/2021,363000,392800,40899
11329 SE 27th Ave #3,Portland,97222,45.44118881,-122.6354904,3,3,871,6/1/2021,405000,412300,40899
10885 SW 74th Ave,Tigard,97223,45.44136429,-122.7540741,2,4,11325,7/14/2020,320000,364286,52527
11044 SW 113th Ter,Tigard,97223,45.44009018,-122.7919235,3,4,8276,12/29/2020,655000,724900,52527
12573 SW Winter Lake Dr,Tigard,97223,45.43558502,-122.8059921,3,4,6098,12/29/2020,537700,595100,52527
12220 SW Walnut St,Tigard,97223,45.42881012,-122.8013535,5,5,44431,12/30/2020,850000,939900,52527
12020 SW Rose Vista Dr,Tigard,97223,45.4196434,-122.8009567,2,3,15245,12/30/2020,485000,536300,52527
13257 SW 157th Ave,Tigard,97223,45.42414856,-122.838913,3,5,4791,6/25/2021,590000,594500,52527
9315 SW Lake St,Tigard,97223,45.42325211,-122.7729721,3,4,16988,11/10/2020,550000,621800,52527
9220 SW Omara St,Tigard,97223,45.42193604,-122.7720032,3,3,7405,8/21/2020,510000,595800,52527
11935 SW 127th Pl,Tigard,97223,45.43341446,-122.8082199,3,4,7840,12/30/2020,599999,663700,52527
13271 SW Yarrow Way,Tigard,97223,45.42406464,-122.8374405,3,3,5227,6/25/2021,550000,554200,52527
13396 SW Uplands Dr,Tigard,97223,45.42276382,-122.8409042,3,3,6098,6/25/2021,465000,468900,52527
13974 SW Walnut Creek Way,Tigard,97223,45.43211365,-122.8210068,3,3,3049,8/21/2020,481000,561900,52527
11595 SW Hazelwood Loop,Tigard,97223,45.44410324,-122.7971649,3,3,8712,10/5/2020,440000,505800,52527
13310 SW Chelsea Loop,Tigard,97223,45.42359543,-122.770546,3,3,10018,12/30/2020,485000,536500,52527
9885 SW 92nd Ave,Tigard,97223,45.44869995,-122.7721252,3,4,8276,8/21/2020,560000,654200,52527
9525 SW Frewing Ct,Tigard,97223,45.42457962,-122.7752838,2,3,9583,8/5/2020,430000,504700,52527
11795 SW Schollwood Ct,Tigard,97223,45.44319153,-122.799614,4,4,12196,12/30/2020,565000,624700,52527
11032 SW Eschman Way,Tigard,97223,45.44015884,-122.8108902,3,3,4792,12/30/2020,405000,447800,52527
11082 SW Legacy Oak Way,Tigard,97223,45.44005966,-122.7545242,3,3,2178,10/25/2020,430000,489100,52527
12492 SW Winter Lake Dr,Tigard,97223,45.43517685,-122.8053055,2,3,5227,10/13/2020,454400,519200,52527
11590 SW 95th Ave,Tigard,97223,45.43623734,-122.7741776,3,4,15245,10/22/2020,485000,552300,52527
12070 SW Walnut St,Tigard,97223,45.42947769,-122.7997208,1,3,10454,8/5/2020,390000,457800,52527
9095 SW North Dakota St,Tigard,97223,45.43937302,-122.7704697,3,4,18730,10/22/2020,540000,614900,52527
13210 SW Ash Dr,Tigard,97223,45.42504501,-122.775856,2,3,7405,10/16/2020,428000,490100,52527
7123 SW Canby Ln,Portland,97223,45.46790695,-122.7444916,2,3,11761,12/30/2020,517000,577600,52527
11830 SW Koski Dr,Tigard,97223,45.43462753,-122.7781372,2,3,3920,12/30/2020,415000,458900,52527
6155 SW 68th Ct,Portland,97223,45.47525024,-122.7472076,2,2,4356,7/1/2021,451000,453400,52527
13355 SW 128th Pl,Tigard,97223,45.42310715,-122.8086548,4,4,7840,12/30/2020,625000,691400,52527
10880 SW Derry Dell Ct,Tigard,97223,45.42478561,-122.7889633,3,3,15245,3/18/2021,700000,743600,52527
11054 SW Eschman Way,Tigard,97223,45.43998337,-122.8110352,3,4,4792,10/25/2020,245000,548600,52527
9959 SW Landau Pl,Tigard,97223,45.44819641,-122.7555847,3,3,8276,6/3/2021,690000,703000,52527
13025 SW Grant Ave,Tigard,97223,45.42592621,-122.7833862,2,3,11761,5/3/2021,375000,388600,52527
10636 SW 127th Ct,Tigard,97223,45.4432106,-122.8067398,2,3,5662,4/8/2021,400000,420200,52527
13492 SW 75th Pl,Tigard,97223,45.42245483,-122.7540283,3,4,10018,10/22/2020,540000,614900,52527
15728 SW Bristlecone Way,Tigard,97223,45.42208862,-122.8366394,3,3,6969,4/29/2021,400000,415100,52527
14364 SW Windsong Ct,Tigard,97223,45.42926407,-122.8243866,3,3,6534,1/4/2021,540000,595700,52527
12049 SW Wilton Ave,Tigard,97223,45.43286896,-122.819191,3,3,5662,7/15/2021,540000,576500,52527
11435 SW 92nd Ave,Tigard,97223,45.43725204,-122.7724686,3,3,18730,10/25/2020,625000,710900,52527
12780 SW 135th Ave,Tigard,97223,45.42744064,-122.8153305,3,4,20908,10/22/2020,576000,655900,52527
11957 SW 129th Pl,Tigard,97223,45.43353653,-122.8104019,3,5,8712,8/5/2020,595000,686700,52527
6670 SW Canby St,Portland,97223,45.46868515,-122.746048,2,3,7840,6/25/2021,600000,605100,52527
13936 SW Uplands Dr,Portland,97223,45.4190712,-122.8419647,3,5,6098,1/4/2021,494000,544900,52527
13175 SW Watkins Ave,Tigard,97223,45.42459869,-122.785965,3,3,14374,7/1/2021,465000,467700,52527
13039 SW Mayview Way,Tigard,97223,45.4249382,-122.8332138,3,4,5662,10/22/2020,489900,557900,52527
14733 SW Catalina Dr,Tigard,97223,45.42500687,-122.8284683,3,3,3049,3/12/2021,430000,458200,52527
13433 SW 129th Ave,Tigard,97223,45.42276382,-122.8100433,4,4,12196,3/12/2021,740000,788600,52527
11360 SW 108th Ave,Tigard,97223,45.43793488,-122.7883911,2,3,7405,1/4/2021,420325,463900,52527
6565 SW Vermont St,Portland,97223,45.47672653,-122.7445297,2,4,11325,3/12/2021,550000,586100,52527
10865 SW Briarwood Pl,Tigard,97223,45.44133377,-122.8114548,2,2,1742,1/27/2021,352000,391700,52527
13984 SW Bluestem Ln,Tigard,97223,45.43335724,-122.8203125,3,3,5662,10/2/2020,525000,604400,52527
13648 SW Feiring Ln,Tigard,97223,45.43473434,-122.8171539,3,3,4791,8/19/2020,435500,508900,52527
13374 SW 157th Ave,Portland,97223,45.42330551,-122.8383484,2,3,5227,8/19/2020,445000,520200,52527
6891 SW Locust St,Tigard,97223,45.44725037,-122.747406,4,5,10890,1/5/2021,736500,892800,52527
11149 SW Eschman Way,Tigard,97223,45.43959427,-122.8107834,3,4,5227,1/27/2021,555000,581600,52527
12053 SW 95th Ave,Tigard,97223,45.43321228,-122.7751541,3,3,3484,8/19/2020,405000,473300,52527
9670 SW Ventura Ct,Tigard,97223,45.44974899,-122.7466736,3,4,10890,10/2/2020,560000,643000,52527
10426 SW 90th Ave #11,Tigard,97223,45.44464111,-122.7698135,2,2,435,8/19/2020,294900,332192,52527
13971 SW Liden Dr,Tigard,97223,45.4308548,-122.8208008,3,4,6098,8/7/2020,450000,528000,52527
12483 SW Morning Hill Dr,Tigard,97223,45.42967224,-122.8134766,2,3,7405,6/3/2021,615000,626600,52527
11205 SW 119th Ave,Tigard,97223,45.43891907,-122.7985535,2,3,9583,8/18/2020,405000,473600,52527
12865 SW 107th Ct,Tigard,97223,45.42692947,-122.7878418,2,3,6969,7/15/2021,443900,462900,52527
